order_id,product_id,timestamp
106,46,2018-01-06 21:44:30
107,44,2017-05-07 13:57:25
108,49,2016-12-31 21:24:33
109,4,2015-07-03 07:02:03
110,39,2017-10-31 02:18:14
111,17,2017-06-18 01:39:37
112,2,2018-12-14 20:11:51
113,42,2018-11-09 11:38:20
114,18,2017-06-08 03:12:24
115,44,2015-05-13 07:14:52
116,18,2017-11-11 02:11:13
117,4,2015-04-24 09:18:05
118,49,2019-05-22 04:18:50
119,4,2020-03-24 21:59:57
120,12,2019-06-12 12:21:25
121,38,2020-05-11 04:06:23
122,28,2020-06-09 01:04:50
123,49,2016-12-27 04:18:22
124,37,2018-01-22 10:32:59
125,49,2016-05-06 06:23:39
126,16,2020-03-30 13:12:36
127,12,2020-11-21 02:43:33
128,25,2017-01-31 03:38:10
129,26,2016-06-17 03:29:10
130,4,2018-05-11 05:13:44
131,17,2020-03-03 19:40:03
132,10,2015-04-30 20:47:55
133,25,2015-05-21 11:01:17
134,14,2018-06-26 02:13:07
135,23,2016-08-01 21:59:16
136,49,2016-02-06 00:24:45
137,13,2020-11-28 03:45:43
138,4,2015-06-21 17:37:55
139,49,2016-06-01 04:48:41
140,9,2015-05-14 14:15:06
141,4,2020-10-28 16:45:33
142,29,2016-06-19 05:10:15
143,36,2016-04-10 14:02:03
144,46,2016-01-14 06:58:08
145,25,2018-05-08 07:53:02
146,32,2019-02-19 19:27:40
147,18,2017-08-26 22:21:48
148,14,2016-06-08 07:38:39
149,15,2019-09-10 02:12:09
150,13,2019-02-03 09:31:17
151,10,2019-02-27 22:16:39
152,4,2019-01-10 20:00:22
153,4,2015-03-09 14:46:28
154,18,2018-07-16 04:36:11
155,18,2019-05-01 04:54:04
156,13,2016-06-19 14:32:21
157,11,2017-09-17 20:39:24
158,27,2017-03-31 08:32:50
159,4,2015-12-18 09:01:03
160,10,2019-04-22 18:53:04
161,28,2015-02-26 09:47:05
162,33,2018-08-20 19:12:04
163,5,2017-03-13 07:59:27
164,36,2019-04-09 23:36:54
165,50,2017-03-12 05:05:58
166,49,2020-09-19 12:37:43
167,15,2020-01-04 23:58:52
168,34,2018-08-03 23:45:42
169,27,2016-07-12 10:02:20
170,4,2018-10-28 05:28:29
171,4,2015-07-18 06:09:48
172,49,2017-12-22 01:34:07
173,4,2015-01-18 22:36:17
174,35,2020-06-27 00:08:56
175,13,2018-03-28 11:55:36
176,35,2015-10-24 15:17:34
177,44,2019-12-30 21:23:07
178,22,2020-04-27 01:47:06
179,18,2019-09-10 23:34:24
180,25,2015-07-27 08:22:49
181,49,2018-06-19 02:22:29
182,43,2019-01-21 14:08:52
183,46,2018-04-17 18:29:21
184,3,2015-06-04 16:14:28
185,25,2018-02-12 04:46:45
186,38,2018-06-10 03:07:31
187,19,2018-12-06 15:05:18
188,4,2019-12-08 18:10:42
189,4,2016-02-29 14:40:47
190,26,2020-03-06 10:49:58
191,49,2018-02-05 21:11:57
192,7,2015-05-27 23:00:58
193,26,2016-11-14 09:54:28
194,18,2020-11-04 08:33:43
195,11,2019-02-23 13:44:59
196,18,2019-08-30 14:34:57
197,9,2015-08-29 01:59:34
198,18,2019-04-15 18:56:51
199,13,2016-05-06 01:24:39
200,43,2015-04-15 09:26:08
201,38,2015-11-04 02:06:18
202,13,2020-07-01 23:26:04
203,25,2018-12-25 09:22:48
204,6,2018-12-16 11:00:40
205,42,2019-10-16 07:45:30
206,49,2017-10-23 12:16:53
207,26,2015-05-25 00:09:22
208,4,2019-08-05 12:28:40
209,42,2020-03-23 23:24:20
210,27,2019-03-12 16:44:42
211,4,2016-08-27 17:40:00
212,18,2015-07-27 17:35:16
213,18,2015-12-08 13:00:51
214,38,2019-10-02 16:00:15
215,25,2019-12-29 08:00:28
216,3,2018-02-04 16:28:33
217,17,2018-05-20 08:57:00
218,7,2019-10-21 19:20:58
219,4,2015-02-03 15:19:59
220,45,2020-09-08 02:50:26
221,37,2018-10-05 23:22:32
222,21,2019-01-31 04:09:05
223,27,2017-12-17 19:37:11
224,4,2019-07-13 17:17:06
225,18,2018-02-16 03:06:05
226,4,2019-08-14 03:11:13
227,11,2019-01-06 00:56:47
228,21,2016-07-26 00:47:09
229,30,2019-07-01 06:50:04
230,12,2020-10-26 01:43:15
231,1,2016-01-17 03:45:43
232,34,2018-11-13 22:24:11
233,25,2019-05-04 17:13:48
234,18,2017-04-29 23:24:21
235,30,2019-02-08 04:56:15
236,17,2015-02-17 00:49:43
237,16,2016-09-03 06:17:52
238,46,2016-07-28 07:44:18
239,36,2020-10-24 16:49:54
240,43,2019-11-06 03:08:58
241,49,2017-10-05 07:25:38
242,46,2018-07-02 05:06:48
243,13,2015-07-29 06:30:17
244,18,2019-07-20 22:27:23
245,25,2015-04-15 05:33:26
246,20,2017-03-17 08:30:22
247,31,2018-10-19 05:16:31
248,24,2017-09-07 16:34:28
249,46,2015-10-24 00:26:05
250,35,2020-10-15 13:46:28
251,37,2018-01-10 01:56:00
252,27,2017-03-01 16:12:11
253,18,2019-07-07 05:58:47
254,13,2016-05-22 02:30:39
255,14,2018-05-28 00:58:01
256,6,2018-04-12 07:08:11
257,36,2016-06-26 07:00:24
258,50,2020-01-05 01:50:36
259,48,2017-02-25 00:13:50
260,44,2020-09-14 15:31:01
261,25,2019-05-09 00:29:33
262,27,2016-01-19 12:26:12
263,44,2015-03-19 10:24:12
264,33,2016-03-18 23:40:52
265,5,2018-07-11 09:32:02
266,36,2019-08-20 17:29:28
267,18,2016-06-19 11:32:36
268,25,2015-02-02 23:22:57
269,45,2015-11-20 10:19:11
270,9,2019-01-14 15:26:30
271,22,2018-05-15 14:21:17
272,25,2018-08-09 02:51:35
273,36,2019-06-11 03:43:44
274,25,2018-06-29 05:52:29
275,13,2015-03-22 17:37:35
276,13,2017-03-11 09:38:18
277,19,2015-06-27 10:30:50
278,49,2017-11-11 10:44:10
279,27,2016-11-12 08:02:27
280,43,2020-09-24 14:40:01
281,43,2015-11-29 04:24:26
282,41,2017-10-10 20:37:17
283,35,2018-12-12 13:07:31
284,25,2017-02-24 10:36:38
285,18,2017-09-19 17:11:11
286,49,2020-04-17 12:07:45
287,2,2018-11-10 08:38:25
288,3,2016-11-27 12:46:35
289,5,2020-06-12 01:26:46
290,4,2019-03-25 06:36:19
291,39,2016-10-03 20:17:11
292,18,2015-10-22 07:24:06
293,37,2018-12-08 14:36:16
294,22,2017-02-22 23:52:55
295,25,2017-04-23 03:01:19
296,49,2019-11-15 21:27:47
297,6,2017-07-30 22:11:34
298,13,2016-10-10 21:37:19
299,18,2016-04-26 03:12:34
300,16,2018-10-10 11:31:00
301,40,2016-05-21 19:13:32
302,25,2017-05-28 04:14:17
303,15,2015-02-09 21:27:16
304,42,2018-07-30 11:05:09
305,49,2018-09-20 07:42:58
306,17,2017-09-23 22:12:43
307,1,2015-05-28 06:36:39
308,32,2020-06-17 14:39:47
309,16,2016-01-24 10:34:36
310,9,2017-10-20 17:35:08
311,4,2020-02-03 08:23:38
312,18,2017-11-26 03:44:48
313,4,2020-02-11 05:56:18
314,11,2016-06-23 03:30:13
315,50,2017-11-13 20:08:33
316,7,2016-11-21 12:09:14
317,13,2019-01-16 19:23:38
318,38,2015-10-10 06:15:13
319,4,2016-09-04 13:44:35
320,44,2019-08-11 23:07:12
321,8,2019-10-09 22:44:31
322,13,2019-02-05 05:28:49
323,44,2017-05-25 22:32:39
324,25,2015-08-02 19:49:25
325,33,2015-06-21 01:33:36
326,50,2019-06-23 17:37:22
327,22,2018-08-19 03:52:43
328,5,2018-01-24 04:34:04
329,25,2018-07-17 06:31:58
330,4,2018-02-24 11:00:08
331,29,2017-08-25 01:30:11
332,35,2015-02-12 19:43:53
333,13,2020-03-05 13:59:05
334,4,2018-07-24 08:27:13
335,12,2018-06-17 08:33:42
336,45,2015-03-27 09:33:04
337,3,2015-02-08 19:30:24
338,25,2017-02-06 16:45:19
339,2,2017-08-19 18:58:17
340,30,2019-04-28 12:46:32
341,25,2020-05-09 02:05:37
342,48,2015-09-18 10:37:20
343,31,2019-12-18 23:17:39
344,16,2020-09-26 20:13:27
345,49,2017-03-15 03:46:30
346,25,2019-03-06 21:02:44
347,13,2018-11-28 16:36:47
348,17,2019-12-28 12:53:21
349,24,2020-05-13 18:58:20
350,18,2017-11-26 12:34:22
351,18,2017-10-06 19:47:38
352,31,2019-10-07 11:26:03
353,25,2015-02-23 19:53:32
354,34,2017-02-24 12:35:21
355,25,2018-01-10 20:14:36
356,40,2019-05-27 21:50:40
357,48,2016-05-08 18:30:06
358,47,2019-12-25 12:18:48
359,8,2015-04-16 05:34:58
360,27,2015-01-09 09:09:19
361,40,2016-03-22 02:35:19
362,49,2020-10-19 13:08:08
363,4,2020-12-11 03:14:15
364,48,2018-04-05 05:34:26
365,49,2016-03-09 12:34:01
366,4,2017-06-11 15:29:27
367,2,2019-08-29 22:49:41
368,13,2015-08-23 04:08:46
369,4,2018-06-06 16:10:44
370,3,2015-10-23 04:53:52
371,49,2019-02-18 12:36:15
372,4,2020-11-19 11:18:43
373,49,2019-02-06 15:39:53
374,12,2015-02-24 21:35:57
375,30,2020-09-05 08:27:02
376,49,2017-01-09 07:33:14
377,16,2020-10-13 17:34:28
378,50,2017-04-29 11:10:34
379,18,2018-07-17 02:17:52
380,44,2019-08-28 13:30:38
381,39,2018-09-02 13:08:27
382,13,2015-12-12 05:28:04
383,31,2016-03-25 11:28:24
384,43,2016-12-04 09:56:02
385,18,2018-06-18 16:37:47
386,39,2020-04-05 22:20:14
387,28,2015-01-09 03:40:04
388,8,2016-05-31 11:17:44
389,32,2017-05-17 15:58:31
390,25,2018-06-19 15:31:39
391,12,2015-12-17 23:58:50
392,37,2017-10-19 00:06:40
393,49,2017-04-27 05:47:39
394,18,2016-07-10 06:55:30
395,49,2018-04-13 07:17:10
396,38,2019-08-16 10:14:06
397,25,2020-11-27 13:49:10
398,4,2020-05-17 19:40:01
399,18,2018-10-21 13:53:01
400,18,2015-09-28 19:02:38
401,50,2020-05-20 22:25:51
402,49,2019-07-28 09:31:23
403,23,2015-04-21 07:40:25
404,26,2016-03-09 04:53:17
405,44,2016-02-16 17:30:12
406,13,2017-10-22 22:23:32
407,19,2017-12-03 14:28:20
408,7,2017-09-11 10:18:44
409,25,2018-01-27 08:55:14
410,16,2015-08-17 00:28:28
411,34,2017-01-29 05:28:40
412,27,2019-09-23 01:07:20
413,18,2020-07-16 15:22:53
414,18,2016-09-30 17:08:53
415,39,2017-12-09 01:09:23
416,45,2018-12-29 04:43:55
417,4,2020-09-28 01:14:56
418,4,2019-10-27 17:00:54
419,12,2019-10-19 03:11:27
420,25,2019-01-10 04:55:26
421,19,2016-12-21 12:14:20
422,15,2019-05-02 23:13:16
423,4,2015-07-23 02:00:37
424,2,2020-12-30 04:56:44
425,25,2020-02-19 10:16:49
426,41,2017-09-22 23:32:32
427,45,2019-05-01 00:23:26
428,4,2015-11-06 18:04:10
429,49,2019-06-24 18:49:19
430,13,2018-09-25 12:59:43
431,17,2017-04-16 07:49:20
432,11,2018-10-21 19:09:25
433,18,2015-08-17 07:13:30
434,22,2015-12-21 10:45:08
435,34,2019-10-04 02:14:21
436,13,2019-11-07 08:35:22
437,4,2016-10-29 20:07:26
438,1,2018-06-19 02:06:07
439,38,2020-02-29 10:37:35
440,50,2017-01-06 07:54:09
441,41,2018-02-18 02:18:05
442,13,2020-04-16 00:39:35
443,25,2015-12-19 18:40:18
444,4,2020-09-28 03:44:13
445,39,2020-08-22 07:53:34
446,3,2019-03-08 11:35:12
447,35,2018-10-02 14:05:34
448,37,2017-07-21 12:05:56
449,4,2015-06-06 21:19:11
450,42,2016-10-26 14:50:15
451,35,2017-06-20 01:45:11
452,29,2019-02-04 11:58:12
453,50,2019-12-06 10:22:20
454,18,2019-04-24 14:19:27
455,49,2018-08-16 12:28:57
456,36,2015-10-25 20:32:25
457,4,2017-09-02 06:41:35
458,34,2016-01-17 05:09:10
459,29,2016-12-21 23:11:21
460,1,2019-01-14 02:06:27
461,48,2016-12-19 22:27:33
462,29,2016-10-16 16:20:14
463,7,2015-08-26 11:01:08
464,42,2019-09-07 00:33:40
465,23,2015-01-20 16:09:29
466,4,2015-06-11 08:38:44
467,2,2020-01-01 13:24:21
468,24,2018-08-05 19:09:56
469,49,2016-05-23 14:35:31
470,17,2016-12-27 06:00:37
471,13,2015-03-01 09:24:09
472,36,2015-06-16 16:51:05
473,37,2017-07-20 14:40:39
474,13,2019-10-13 01:21:36
475,50,2019-08-13 11:16:06
476,13,2019-01-14 02:08:46
477,13,2019-04-18 06:27:24
478,39,2017-04-25 19:11:46
479,3,2018-04-09 13:18:45
480,22,2019-05-11 18:25:39
481,3,2015-07-11 12:17:01
482,30,2019-11-15 07:25:04
483,23,2016-11-25 01:48:53
484,12,2015-07-17 23:17:44
485,18,2019-09-27 12:35:17
486,7,2020-03-15 13:39:09
487,24,2017-03-01 19:36:16
488,18,2017-09-22 03:21:39
489,13,2019-03-29 12:05:24
490,12,2019-05-01 02:18:46
491,46,2020-06-03 06:13:42
492,36,2018-05-10 12:03:51
493,8,2018-11-13 06:08:15
494,45,2018-09-29 00:46:23
495,49,2018-11-03 17:10:12
496,25,2016-12-15 15:37:41
497,6,2016-07-28 15:57:46
498,49,2019-01-18 06:01:29
499,22,2019-02-06 20:34:22
500,25,2020-08-20 06:49:59
501,18,2015-05-03 19:30:45
502,15,2018-11-24 08:55:16
503,23,2017-10-21 10:32:21
504,41,2018-03-12 02:39:28
505,26,2017-08-08 05:14:02
506,41,2019-08-27 17:00:41
507,40,2020-04-11 21:38:59
508,23,2017-06-05 14:49:43
509,25,2020-09-12 16:24:44
510,28,2019-02-18 09:54:58
511,25,2019-11-09 03:57:38
512,23,2020-09-04 04:59:27
513,49,2020-07-19 13:41:52
514,13,2018-06-12 18:49:12
515,38,2016-07-24 11:33:45
516,23,2018-05-28 01:03:28
517,4,2018-11-05 12:39:34
518,29,2016-08-19 08:26:56
519,49,2015-02-12 10:05:38
520,4,2016-09-17 15:36:58
521,4,2018-05-27 07:54:18
522,41,2020-08-05 13:46:52
523,26,2015-06-03 06:53:56
524,31,2019-02-20 03:02:36
525,3,2017-07-31 10:48:29
526,4,2016-11-13 02:50:07
527,11,2015-07-02 15:10:15
528,25,2015-06-07 12:05:43
529,49,2015-08-21 12:17:25
530,18,2015-06-06 22:04:38
531,4,2017-01-29 23:09:15
532,25,2017-08-21 14:18:06
533,4,2020-03-01 03:39:04
534,44,2015-10-07 19:20:48
535,11,2017-12-15 11:20:20
536,50,2016-11-15 13:05:53
537,4,2017-05-09 08:40:51
538,5,2020-06-22 20:47:57
539,34,2015-09-07 10:47:01
540,12,2015-02-06 00:50:08
541,6,2015-09-16 15:32:51
542,13,2016-06-19 17:16:32
543,34,2015-03-09 22:16:14
544,17,2015-06-24 13:10:30
545,21,2015-07-12 03:44:16
546,13,2020-03-28 16:17:07
547,20,2016-09-19 18:31:12
548,18,2015-06-09 23:26:05
549,31,2018-05-23 12:19:01
550,18,2018-01-08 21:18:33
551,18,2018-05-18 08:20:42
552,37,2020-01-28 20:12:21
553,13,2015-10-26 21:23:15
554,18,2019-06-07 19:28:33
555,15,2017-08-02 00:24:23
556,26,2020-10-22 08:01:03
557,2,2020-10-15 21:27:43
558,43,2017-12-28 14:23:24
559,45,2017-09-16 14:48:11
560,15,2017-09-24 11:45:52
561,5,2019-04-09 15:34:57
562,38,2017-05-11 04:08:22
563,49,2020-08-18 12:43:48
564,36,2019-04-17 23:48:28
565,25,2015-03-27 05:41:11
566,38,2018-09-01 19:37:37
567,28,2020-05-21 17:42:16
568,4,2017-03-30 02:22:42
569,18,2019-09-28 09:16:34
570,14,2017-01-12 23:41:19
571,25,2015-03-11 08:36:42
572,1,2016-07-15 13:22:35
573,25,2017-05-25 06:36:10
574,15,2019-05-20 12:32:49
575,18,2015-03-23 08:51:34
576,36,2019-05-26 21:19:56
577,25,2016-05-25 16:17:06
578,4,2017-12-22 18:55:28
579,28,2016-09-24 08:36:34
580,13,2017-09-29 21:20:03
581,4,2019-01-08 11:47:08
582,33,2020-12-01 09:47:48
583,4,2018-12-31 20:06:16
584,20,2017-06-05 20:24:39
585,2,2020-01-01 22:56:43
586,17,2019-08-28 03:47:50
587,8,2020-03-24 19:56:25
588,38,2020-10-03 21:58:35
589,36,2018-07-21 23:02:03
590,18,2015-01-06 17:25:51
591,11,2015-08-24 23:16:07
592,3,2017-07-13 02:45:56
593,13,2017-12-28 01:48:10
594,13,2015-08-16 07:57:49
595,17,2019-10-30 07:22:31
596,4,2019-06-14 18:37:54
597,25,2015-12-25 10:37:46
598,39,2019-10-08 22:24:23
599,49,2017-10-22 01:19:26
600,18,2018-01-30 15:45:50
601,29,2018-10-06 21:43:22
602,46,2018-11-26 06:58:18
603,25,2015-05-31 06:59:40
604,13,2019-04-25 18:07:58
605,25,2018-04-11 04:23:28
606,46,2016-12-12 05:13:01
607,9,2016-06-02 19:18:58
608,23,2016-03-01 14:12:22
609,4,2015-08-31 01:56:24
610,30,2016-08-12 13:10:31
611,49,2016-04-19 12:39:18
612,25,2015-04-02 21:11:50
613,4,2018-05-17 08:15:30
614,49,2020-09-13 22:56:45
615,18,2019-02-20 10:23:36
616,18,2015-03-27 04:59:58
617,19,2019-06-18 23:21:41
618,4,2018-07-25 20:02:15
619,18,2016-04-13 20:48:28
620,50,2015-12-03 05:13:12
621,48,2017-05-22 00:38:24
622,4,2020-12-04 17:32:15
623,25,2016-03-13 14:54:32
624,40,2015-05-11 11:38:23
625,4,2015-01-16 22:42:27
626,26,2018-07-12 11:01:03
627,40,2016-08-24 14:22:22
628,18,2017-10-01 01:05:42
629,42,2020-10-24 02:41:00
630,50,2018-05-05 03:34:31
631,23,2015-10-18 01:35:44
632,27,2016-04-24 23:53:14
633,13,2020-08-19 22:17:08
634,45,2015-08-05 13:59:22
635,1,2015-02-08 12:37:57
636,7,2015-03-01 17:15:45
637,21,2019-10-23 09:01:19
638,25,2017-07-02 10:25:43
639,21,2018-05-21 14:51:32
640,17,2018-04-23 18:08:45
641,34,2018-01-12 11:27:59
642,13,2020-07-03 05:01:47
643,18,2020-03-12 19:44:32
644,23,2015-04-25 16:13:27
645,8,2016-01-05 09:50:27
646,49,2016-07-17 07:04:12
647,10,2017-04-11 14:49:43
648,30,2016-07-23 10:12:28
649,2,2017-02-28 02:14:41
650,7,2018-02-05 04:19:27
651,32,2015-02-24 04:34:25
652,4,2015-08-12 02:22:08
653,18,2020-03-05 07:16:25
654,1,2015-04-04 17:56:20
655,20,2017-09-22 00:16:22
656,2,2020-12-24 00:51:40
657,6,2016-01-05 03:07:41
658,42,2020-05-16 03:01:26
659,13,2016-12-08 21:24:11
660,18,2015-05-09 06:35:54
661,50,2016-03-30 11:48:38
662,4,2017-02-15 02:54:43
663,30,2020-01-31 20:47:39
664,15,2016-03-05 04:59:20
665,10,2015-02-08 11:40:17
666,10,2015-05-25 10:31:02
667,2,2019-03-19 12:15:28
668,13,2015-03-17 11:28:57
669,21,2018-01-15 01:44:05
670,38,2016-01-21 23:56:50
671,18,2018-05-14 01:27:29
672,11,2016-07-24 19:21:22
673,38,2018-07-03 00:54:51
674,34,2020-09-14 12:14:56
675,33,2019-01-18 09:52:23
676,30,2020-03-23 04:05:36
677,25,2018-04-18 18:16:27
678,44,2020-09-10 01:37:06
679,8,2015-09-23 00:01:25
680,39,2016-05-29 18:15:30
681,33,2020-12-16 05:27:32
682,26,2020-10-18 19:18:49
683,38,2017-06-11 05:21:01
684,7,2016-12-09 14:55:39
685,6,2019-01-07 03:15:42
686,48,2019-02-22 10:57:15
687,30,2018-12-31 08:01:14
688,46,2019-08-07 09:21:40
689,47,2017-10-14 15:28:41
690,26,2018-01-07 16:21:35
691,33,2017-07-20 19:57:29
692,45,2017-09-28 21:23:43
693,18,2019-06-01 13:28:51
694,15,2020-07-15 00:56:14
695,48,2016-08-15 21:02:19
696,49,2018-08-17 23:40:51
697,42,2019-08-03 01:58:14
698,24,2016-06-09 13:17:30
699,36,2017-01-09 17:52:28
700,45,2015-10-22 11:15:11
701,8,2019-07-07 08:41:25
702,2,2018-08-21 11:32:37
703,49,2020-12-01 10:20:43
704,49,2016-07-28 00:54:49
705,13,2017-10-12 05:07:15
706,25,2015-05-27 21:15:31
707,25,2020-03-19 07:52:32
708,41,2016-10-17 08:42:13
709,25,2020-10-11 04:39:14
710,4,2017-11-09 18:30:06
711,38,2016-10-20 05:04:36
712,15,2020-01-31 01:55:00
713,18,2018-01-08 01:48:19
714,5,2017-08-31 07:14:23
715,39,2015-08-09 16:44:18
716,13,2015-05-04 11:46:25
717,33,2019-02-25 15:24:38
718,25,2017-03-17 13:23:33
719,13,2015-05-18 15:30:12
720,18,2018-05-14 16:12:18
721,4,2015-03-29 23:10:17
722,40,2020-09-21 22:22:20
723,11,2016-01-30 14:32:48
724,3,2019-07-01 04:04:14
725,49,2019-05-24 18:46:58
726,43,2020-07-05 16:26:14
727,44,2016-08-29 04:35:59
728,4,2016-12-27 18:27:14
729,49,2015-09-10 18:54:32
730,21,2015-03-08 12:40:20
731,18,2016-02-24 08:26:52
732,46,2018-08-21 05:25:38
733,41,2018-09-06 10:32:37
734,35,2018-02-10 07:57:36
735,7,2019-02-21 05:31:15
736,25,2015-01-07 13:32:07
737,41,2018-11-05 22:41:04
738,14,2018-08-07 11:33:15
739,13,2020-11-19 17:23:01
740,25,2016-01-10 00:38:06
741,49,2017-05-17 13:43:14
742,13,2017-05-13 08:05:00
743,29,2017-05-05 10:43:40
744,4,2018-01-30 18:36:06
745,28,2017-04-16 16:45:04
746,5,2016-07-26 00:41:52
747,44,2015-07-07 04:22:19
748,5,2020-07-22 16:43:02
749,34,2016-08-02 14:03:37
750,4,2016-05-28 09:15:34
751,46,2015-10-05 08:40:42
752,26,2017-04-10 14:57:36
753,15,2017-05-31 15:28:06
754,16,2020-11-24 00:36:45
755,44,2017-11-09 18:04:41
756,7,2015-03-18 17:03:40
757,8,2017-11-01 12:20:41
758,4,2018-07-18 06:47:05
759,5,2015-09-27 02:15:03
760,23,2018-02-26 16:56:13
761,9,2016-10-03 03:49:13
762,2,2015-01-25 03:20:03
763,3,2019-09-24 01:25:53
764,39,2018-04-10 20:18:29
765,27,2018-05-01 12:32:25
766,40,2015-03-23 17:07:15
767,49,2019-10-04 17:01:02
768,5,2018-06-02 06:55:12
769,31,2015-10-15 21:07:55
770,45,2018-11-29 07:57:48
771,45,2015-12-12 02:05:49
772,29,2017-05-31 20:09:33
773,32,2020-08-05 01:30:18
774,38,2020-12-26 06:52:24
775,18,2015-04-14 14:09:39
776,18,2016-01-26 01:26:27
777,14,2018-11-27 06:10:12
778,13,2019-06-19 21:15:05
779,26,2018-10-30 14:42:33
780,13,2020-11-22 20:31:47
781,44,2018-05-01 06:20:34
782,2,2018-08-17 06:04:48
783,15,2016-06-18 22:56:27
784,45,2017-10-31 07:33:28
785,20,2016-01-26 06:47:04
786,13,2019-01-03 21:55:53
787,15,2020-06-12 15:26:29
788,49,2020-06-29 12:42:21
789,41,2016-01-08 13:01:13
790,1,2018-10-20 07:39:36
791,15,2017-06-03 12:44:12
792,33,2018-06-02 11:02:12
793,32,2017-04-02 23:56:56
794,39,2020-07-25 16:58:30
795,23,2019-08-02 23:03:49
796,19,2017-09-14 21:01:24
797,1,2018-01-13 14:13:29
798,44,2018-06-08 06:45:42
799,6,2016-11-15 01:46:23
800,11,2019-10-08 17:01:52
801,18,2018-08-02 06:54:59
802,35,2018-01-18 04:01:00
803,49,2018-01-10 23:07:00
804,25,2019-06-03 00:15:03
805,35,2020-07-05 02:54:31
806,21,2017-04-18 16:58:12
807,18,2019-03-10 17:32:11
808,41,2015-01-23 05:42:08
809,28,2016-08-05 06:03:19
810,9,2019-08-03 20:07:58
811,13,2020-10-28 19:25:12
812,4,2019-09-03 14:54:38
813,29,2016-07-30 13:08:33
814,3,2020-01-21 04:07:21
815,25,2016-06-12 11:47:56
816,12,2020-04-02 19:43:51
817,13,2018-12-30 03:40:07
818,48,2018-09-04 20:54:11
819,4,2018-03-31 10:18:54
820,5,2019-11-06 04:19:15
821,36,2017-07-24 08:43:25
822,18,2020-02-08 14:10:49
